-182.918, 78.077, 1.863,  1.765
-182.898, 78.020, 1.797,  1.798
-182.878, 77.966, 1.745,  1.831
-182.859, 77.913, 1.700,  1.864
-182.840, 77.860, 1.667,  1.897
-182.822, 77.809, 1.647,  1.930
-182.803, 77.757, 1.644,  1.963
-182.784, 77.706, 1.659,  1.996
-182.766, 77.652, 1.690,  2.029
-182.747, 77.598, 1.736,  2.062
-182.728, 77.541, 1.791,  2.095
-182.708, 77.483, 1.853,  2.128
-182.689, 77.422, 1.919,  2.161
-182.669, 77.359, 1.979,  2.194
-182.649, 77.294, 2.012,  2.227
-182.630, 77.230, 2.019,  2.260
-182.611, 77.165, 2.007,  2.293
-182.593, 77.102, 1.982,  2.326
-182.575, 77.040, 1.946,  2.359
-182.558, 76.979, 1.887,  2.392
-182.541, 76.920, 1.839,  2.425
-182.525, 76.863, 1.797,  2.458
-182.509, 76.806, 1.765,  2.491
-182.494, 76.750, 1.748,  2.524
-182.478, 76.694, 1.747,  2.557
-182.463, 76.637, 1.764,  2.590
-182.448, 76.580, 1.796,  2.623
-182.432, 76.520, 1.842,  2.656
-182.417, 76.459, 1.898,  2.689
-182.401, 76.395, 1.961,  2.722
-182.385, 76.330, 2.029,  2.755
-182.369, 76.262, 2.090,  2.788
-182.353, 76.193, 2.117,  2.821
-182.337, 76.124, 2.117,  2.854
-182.322, 76.055, 2.100,  2.887
-182.307, 75.988, 2.069,  2.920
-182.293, 75.922, 2.016,  2.953
-182.279, 75.858, 1.969,  2.986
-182.266, 75.795, 1.930,  3.019
-182.253, 75.733, 1.901,  3.052
-182.240, 75.671, 1.886,  3.085
-182.228, 75.610, 1.887,  3.118
-182.215, 75.548, 1.906,  3.151
-182.203, 75.484, 1.939,  3.184
-182.190, 75.419, 1.984,  3.217
-182.178, 75.352, 2.039,  3.250
-182.165, 75.283, 2.100,  3.283
-182.152, 75.212, 2.162,  3.316
-182.139, 75.139, 2.214,  3.349
-182.127, 75.066, 2.232,  3.382
-182.115, 74.992, 2.225,  3.415
-182.103, 74.920, 2.200,  3.448
-182.091, 74.849, 2.164,  3.481
-182.080, 74.779, 2.105,  3.514
-182.069, 74.712, 2.053,  3.547
-182.059, 74.645, 2.012,  3.580
-182.049, 74.580, 1.982,  3.613
-182.040, 74.515, 1.966,  3.646
-182.030, 74.451, 1.966,  3.679
-182.021, 74.385, 1.985,  3.712
-182.011, 74.318, 2.020,  3.745
-182.002, 74.250, 2.068,  3.778
-181.992, 74.180, 2.127,  3.811
-181.983, 74.107, 2.192,  3.844
-181.973, 74.033, 2.253,  3.877
-181.963, 73.956, 2.304,  3.910
-181.954, 73.879, 2.321,  3.943
-181.945, 73.802, 2.312,  3.976
-181.936, 73.727, 2.286,  4.009
-181.927, 73.652, 2.237,  4.042
-181.919, 73.580, 2.191,  4.075
-181.911, 73.509, 2.153,  4.108
-181.903, 73.438, 2.127,  4.141
-181.896, 73.368, 2.113,  4.174
-181.888, 73.298, 2.116,  4.207
-181.881, 73.228, 2.137,  4.240
-181.873, 73.156, 2.172,  4.273
-181.866, 73.082, 2.220,  4.306
-181.859, 73.006, 2.275,  4.339
-181.852, 72.929, 2.329,  4.372
-181.844, 72.850, 2.382,  4.405
-181.837, 72.769, 2.424,  4.438
-181.830, 72.688, 2.435,  4.471
-181.823, 72.608, 2.421,  4.504
-181.816, 72.528, 2.391,  4.537
-181.810, 72.450, 2.338,  4.570
-181.804, 72.374, 2.287,  4.603
-181.798, 72.300, 2.245,  4.636
-181.792, 72.226, 2.217,  4.669
-181.787, 72.153, 2.203,  4.702
-181.781, 72.080, 2.205,  4.735
-181.776, 72.006, 2.225,  4.768
-181.770, 71.931, 2.262,  4.801
-181.765, 71.854, 2.311,  4.834
-181.760, 71.776, 2.365,  4.867
-181.754, 71.695, 2.419,  4.900
-181.749, 71.613, 2.472,  4.933
-181.744, 71.529, 2.521,  4.966
-181.739, 71.444, 2.561,  4.999
-181.733, 71.358, 2.570,  5.032
-181.728, 71.273, 2.554,  5.065
-181.724, 71.189, 2.520,  5.098
-181.719, 71.107, 2.464,  5.131
-181.715, 71.027, 2.410,  5.164
-181.711, 70.948, 2.365,  5.197
-181.706, 70.871, 2.333,  5.230
-181.703, 70.794, 2.318,  5.263
-181.699, 70.716, 2.322,  5.296
-181.695, 70.639, 2.343,  5.329
-181.691, 70.559, 2.379,  5.362
-181.687, 70.479, 2.426,  5.395
-181.684, 70.396, 2.477,  5.428
-181.680, 70.312, 2.529,  5.461
-181.676, 70.226, 2.581,  5.494
-181.673, 70.138, 2.631,  5.527
-181.669, 70.049, 2.677,  5.560
-181.665, 69.959, 2.714,  5.593
-181.662, 69.868, 2.721,  5.626
-181.658, 69.778, 2.701,  5.659
-181.655, 69.689, 2.665,  5.692
-181.652, 69.602, 2.606,  5.725
-181.649, 69.518, 2.548,  5.758
-181.646, 69.435, 2.499,  5.791
-181.643, 69.353, 2.463,  5.824
-181.641, 69.271, 2.444,  5.857
-181.638, 69.190, 2.445,  5.890
-181.635, 69.108, 2.466,  5.923
-181.633, 69.025, 2.501,  5.956
-181.630, 68.940, 2.546,  5.989
-181.628, 68.854, 2.597,  6.022
-181.625, 68.765, 2.650,  6.055
-181.623, 68.675, 2.703,  6.088
-181.620, 68.583, 2.754,  6.121
-181.618, 68.490, 2.803,  6.154
-181.616, 68.395, 2.849,  6.187
-181.613, 68.299, 2.883,  6.220
-181.611, 68.203, 2.888,  6.253
-181.609, 68.107, 2.866,  6.286
-181.607, 68.013, 2.821,  6.319
-181.605, 67.921, 2.772,  6.352
-181.603, 67.830, 2.726,  6.385
-181.601, 67.741, 2.691,  6.418
-181.599, 67.652, 2.671,  6.451
-181.597, 67.563, 2.670,  6.484
-181.595, 67.474, 2.687,  6.517
-181.594, 67.383, 2.716,  6.550
-181.592, 67.292, 2.754,  6.583
-181.590, 67.199, 2.797,  6.616
-181.589, 67.104, 2.843,  6.649
-181.587, 67.008, 2.889,  6.682
-181.585, 66.910, 2.934,  6.715
-181.584, 66.811, 2.976,  6.748
-181.582, 66.710, 3.016,  6.781
-181.581, 66.609, 3.046,  6.814
-181.579, 66.507, 3.047,  6.847
-181.578, 66.406, 3.021,  6.880
-181.576, 66.307, 2.973,  6.913
-181.575, 66.210, 2.919,  6.946
-181.574, 66.114, 2.870,  6.979
-181.572, 66.020, 2.831,  7.012
-181.571, 65.927, 2.807,  7.045
-181.570, 65.834, 2.802,  7.078
-181.569, 65.740, 2.815,  7.111
-181.568, 65.645, 2.844,  7.144
-181.567, 65.549, 2.882,  7.177
-181.566, 65.452, 2.926,  7.210
-181.565, 65.353, 2.974,  7.243
-181.564, 65.252, 3.022,  7.276
-181.563, 65.150, 3.070,  7.309
-181.562, 65.046, 3.117,  7.342
-181.561, 64.941, 3.160,  7.375
-181.560, 64.834, 3.200,  7.408
-181.559, 64.726, 3.230,  7.441
-181.558, 64.619, 3.230,  7.474
-181.557, 64.512, 3.202,  7.507
-181.556, 64.407, 3.152,  7.540
-181.555, 64.304, 3.096,  7.573
-181.554, 64.202, 3.044,  7.606
-181.553, 64.103, 3.001,  7.639
-181.553, 64.004, 2.973,  7.672
-181.552, 63.905, 2.964,  7.705
-181.551, 63.806, 2.974,  7.738
-181.551, 63.706, 3.000,  7.771
-181.550, 63.605, 3.037,  7.804
-181.549, 63.502, 3.082,  7.837
-181.549, 63.398, 3.131,  7.870
-181.548, 63.292, 3.181,  7.903
-181.547, 63.184, 3.231,  7.936
-181.547, 63.075, 3.280,  7.969
-181.546, 62.964, 3.327,  8.002
-181.545, 62.852, 3.370,  8.035
-181.545, 62.738, 3.409,  8.068
-181.544, 62.624, 3.437,  8.101
-181.543, 62.509, 3.436,  8.134
-181.543, 62.396, 3.406,  8.167
-181.542, 62.284, 3.354,  8.200
-181.542, 62.174, 3.295,  8.233
-181.541, 62.066, 3.239,  8.266
-181.541, 61.960, 3.192,  8.299
-181.540, 61.855, 3.160,  8.332
-181.540, 61.751, 3.146,  8.365
-181.539, 61.646, 3.152,  8.398
-181.539, 61.540, 3.176,  8.431
-181.539, 61.433, 3.212,  8.464
-181.538, 61.324, 3.257,  8.497
-181.538, 61.214, 3.307,  8.530
-181.537, 61.102, 3.359,  8.563
-181.537, 60.988, 3.412,  8.596
-181.536, 60.873, 3.464,  8.629
-181.536, 60.756, 3.514,  8.662
-181.536, 60.637, 3.560,  8.695
-181.535, 60.517, 3.603,  8.728
-181.535, 60.396, 3.642,  8.761
-181.535, 60.274, 3.670,  8.794
-181.534, 60.152, 3.667,  8.827
-181.534, 60.030, 3.636,  8.860
-181.533, 59.911, 3.592,  8.893
-181.533, 59.793, 3.545,  8.926
-181.533, 59.676, 3.503,  8.959
-181.532, 59.561, 3.472,  8.992
-181.532, 59.446, 3.457,  9.025
-181.532, 59.331, 3.460,  9.058
-181.532, 59.215, 3.478,  9.091
-181.531, 59.098, 3.506,  9.124
-181.531, 58.980, 3.542,  9.157
-181.531, 58.861, 3.582,  9.190
-181.530, 58.740, 3.625,  9.223
-181.530, 58.618, 3.670,  9.256
-181.530, 58.494, 3.714,  9.289
-181.529, 58.369, 3.756,  9.322
-181.529, 58.242, 3.796,  9.355
-181.529, 58.115, 3.833,  9.388
-181.529, 57.986, 3.866,  9.421
-181.528, 57.856, 3.896,  9.454
-181.528, 57.726, 3.923,  9.487
-181.528, 57.594, 3.940,  9.520
-181.528, 57.464, 3.927,  9.553
-181.527, 57.334, 3.887,  9.586
-181.527, 57.206, 3.835,  9.619
-181.527, 57.080, 3.781,  9.652
-181.527, 56.956, 3.732,  9.685
-181.526, 56.833, 3.694,  9.718
-181.526, 56.711, 3.672,  9.751
-181.526, 56.589, 3.670,  9.784
-181.526, 56.466, 3.685,  9.817
-181.526, 56.343, 3.712,  9.850
-181.525, 56.218, 3.749,  9.883
-181.525, 56.091, 3.792,  9.916
-181.525, 55.963, 3.839,  9.949
-181.525, 55.834, 3.887,  9.982
-181.524, 55.703, 3.935, 10.015
-181.524, 55.570, 3.982, 10.048
-181.524, 55.436, 4.026, 10.081
-181.524, 55.300, 4.068, 10.114
-181.524, 55.163, 4.106, 10.147
-181.523, 55.026, 4.140, 10.180
-181.523, 54.887, 4.171, 10.213
-181.523, 54.747, 4.197, 10.246
-181.523, 54.606, 4.220, 10.279
-181.523, 54.465, 4.240, 10.312
-181.522, 54.324, 4.257, 10.345
-181.522, 54.181, 4.272, 10.378
-181.522, 54.039, 4.285, 10.411
-181.522, 53.896, 4.296, 10.444
-181.522, 53.752, 4.305, 10.477
-181.521, 53.609, 4.314, 10.510
-181.521, 53.465, 4.322, 10.543
-181.521, 53.321, 4.330, 10.576
-181.521, 53.176, 4.338, 10.609
-181.521, 53.032, 4.346, 10.642
-181.520, 52.887, 4.354, 10.675
-181.520, 52.742, 4.363, 10.708
-181.520, 52.596, 4.372, 10.741
-181.520, 52.450, 4.381, 10.774
-181.520, 52.304, 4.391, 10.807
-181.520, 52.157, 4.402, 10.840
-181.519, 52.010, 4.412, 10.873
-181.519, 51.863, 4.424, 10.906
-181.519, 51.715, 4.436, 10.939
-181.519, 51.567, 4.448, 10.972
-181.519, 51.418, 4.460, 11.005
-181.518, 51.269, 4.473, 11.038
-181.518, 51.120, 4.486, 11.071
-181.518, 50.970, 4.499, 11.104
-181.518, 50.820, 4.512, 11.137
-181.518, 50.669, 4.525, 11.170
-181.517, 50.518, 4.539, 11.203
-181.517, 50.366, 4.552, 11.236
-181.517, 50.214, 4.565, 11.269
-181.517, 50.062, 4.579, 11.302
-181.517, 49.909, 4.592, 11.335
-181.516, 49.755, 4.606, 11.368
-181.516, 49.601, 4.619, 11.401
-181.516, 49.447, 4.633, 11.434
-181.516, 49.292, 4.646, 11.467
-181.516, 49.137, 4.660, 11.500
-181.515, 48.981, 4.673, 11.533
-181.515, 48.825, 4.687, 11.566
-181.515, 48.669, 4.700, 11.599
-181.515, 48.512, 4.714, 11.632
-181.515, 48.354, 4.728, 11.665
-181.514, 48.196, 4.741, 11.698
-181.514, 48.038, 4.755, 11.731
-181.514, 47.879, 4.769, 11.764
-181.514, 47.720, 4.783, 11.797
-181.514, 47.560, 4.796, 11.830
-181.513, 47.400, 4.810, 11.863
-181.513, 47.239, 4.824, 11.896
-181.513, 47.078, 4.838, 11.929
-181.513, 46.916, 4.853, 11.962
-181.513, 46.754, 4.867, 11.995
-181.512, 46.592, 4.881, 12.028
-181.512, 46.429, 4.895, 12.061
-181.512, 46.265, 4.910, 12.094
-181.512, 46.101, 4.924, 12.127
-181.512, 45.936, 4.938, 12.160
-181.511, 45.771, 4.953, 12.193
-181.511, 45.606, 4.968, 12.226
-181.511, 45.440, 4.982, 12.259
-181.511, 45.274, 4.997, 12.292
-181.511, 45.107, 5.012, 12.325
-181.510, 44.939, 5.026, 12.358
-181.510, 44.771, 5.041, 12.391
-181.510, 44.603, 5.056, 12.424
-181.510, 44.434, 5.071, 12.457
-181.509, 44.265, 5.087, 12.490
-181.509, 44.095, 5.101, 12.523
-181.509, 43.925, 5.105, 12.556
-181.509, 43.755, 5.089, 12.589
-181.508, 43.586, 5.070, 12.622
-181.508, 43.418, 5.056, 12.655
-181.508, 43.250, 5.046, 12.688
-181.508, 43.082, 5.041, 12.721
-181.508, 42.914, 5.039, 12.754
-181.507, 42.746, 5.043, 12.787
-181.507, 42.578, 5.050, 12.820
-181.507, 42.409, 5.062, 12.853
-181.507, 42.240, 5.078, 12.886
-181.506, 42.070, 5.097, 12.919
-181.506, 41.899, 5.120, 12.952
-181.506, 41.728, 5.146, 12.985
-181.506, 41.555, 5.174, 13.018
-181.505, 41.382, 5.205, 13.051
-181.505, 41.207, 5.236, 13.084
-181.505, 41.032, 5.269, 13.117
-181.505, 40.855, 5.303, 13.150
-181.504, 40.677, 5.336, 13.183
-181.504, 40.498, 5.369, 13.216
-181.504, 40.319, 5.402, 13.249
-181.504, 40.138, 5.433, 13.282
-181.503, 39.956, 5.463, 13.315
-181.503, 39.773, 5.492, 13.348
-181.503, 39.589, 5.518, 13.381
-181.502, 39.405, 5.544, 13.414
-181.502, 39.219, 5.567, 13.447
-181.502, 39.033, 5.589, 13.480
-181.502, 38.846, 5.609, 13.513
-181.501, 38.659, 5.628, 13.546
-181.501, 38.471, 5.645, 13.579
-181.501, 38.283, 5.662, 13.612
-181.501, 38.094, 5.677, 13.645
-181.500, 37.904, 5.692, 13.678
-181.500, 37.714, 5.706, 13.711
-181.500, 37.524, 5.719, 13.744
-181.499, 37.333, 5.732, 13.777
-181.499, 37.142, 5.745, 13.810
-181.499, 36.950, 5.758, 13.843
-181.498, 36.758, 5.772, 13.876
-181.498, 36.565, 5.785, 13.909
-181.498, 36.372, 5.799, 13.942
-181.497, 36.178, 5.813, 13.975
-181.497, 35.984, 5.828, 14.008
-181.497, 35.790, 5.843, 14.041
-181.496, 35.595, 5.859, 14.074
-181.496, 35.399, 5.876, 14.107
-181.496, 35.203, 5.893, 14.140
-181.495, 35.006, 5.911, 14.173
-181.495, 34.808, 5.929, 14.206
-181.495, 34.610, 5.948, 14.239
-181.495, 34.412, 5.967, 14.272
-181.494, 34.212, 5.986, 14.305
-181.494, 34.012, 6.006, 14.338
-181.493, 33.812, 6.027, 14.371
-181.493, 33.610, 6.047, 14.404
-181.493, 33.408, 6.068, 14.437
-181.492, 33.205, 6.089, 14.470
-181.492, 33.002, 6.110, 14.503
-181.492, 32.798, 6.131, 14.536
-181.491, 32.593, 6.152, 14.569
-181.491, 32.387, 6.173, 14.602
-181.491, 32.181, 6.194, 14.635
-181.490, 31.974, 6.215, 14.668
-181.490, 31.767, 6.236, 14.701
-181.490, 31.558, 6.257, 14.734
-181.489, 31.349, 6.277, 14.767
-181.489, 31.139, 6.298, 14.800
-181.488, 30.929, 6.318, 14.833
-181.488, 30.718, 6.338, 14.866
-181.488, 30.506, 6.358, 14.899
-181.487, 30.294, 6.378, 14.932
-181.487, 30.081, 6.399, 14.965
-181.486, 29.867, 6.419, 14.998
-181.486, 29.653, 6.439, 15.031
-181.486, 29.438, 6.459, 15.064
-181.485, 29.222, 6.479, 15.097
-181.485, 29.006, 6.499, 15.130
-181.484, 28.789, 6.519, 15.163
-181.484, 28.571, 6.540, 15.196
-181.483, 28.352, 6.560, 15.229
-181.483, 28.133, 6.581, 15.262
-181.483, 27.913, 6.601, 15.295
-181.482, 27.693, 6.622, 15.328
-181.482, 27.472, 6.643, 15.361
-181.481, 27.250, 6.664, 15.394
-181.481, 27.027, 6.685, 15.427
-181.480, 26.804, 6.707, 15.460
-181.480, 26.580, 6.728, 15.493
-181.479, 26.355, 6.750, 15.526
-181.479, 26.130, 6.772, 15.559
-181.478, 25.903, 6.794, 15.592
-181.478, 25.676, 6.815, 15.625
-181.478, 25.449, 6.837, 15.658
-181.477, 25.220, 6.858, 15.691
-181.477, 24.991, 6.880, 15.724
-181.476, 24.761, 6.901, 15.757
-181.476, 24.531, 6.923, 15.790
-181.475, 24.300, 6.944, 15.823
-181.475, 24.068, 6.966, 15.856
-181.474, 23.835, 6.987, 15.889
-181.474, 23.602, 7.009, 15.922
-181.473, 23.367, 7.031, 15.955
-181.473, 23.133, 7.052, 15.988
-181.472, 22.897, 7.074, 16.021
-181.471, 22.661, 7.096, 16.054
-181.471, 22.424, 7.119, 16.087
-181.470, 22.186, 7.141, 16.120
-181.470, 21.947, 7.163, 16.153
-181.469, 21.708, 7.186, 16.186
-181.469, 21.468, 7.209, 16.219
-181.468, 21.227, 7.231, 16.252
-181.468, 20.985, 7.254, 16.285
-181.467, 20.743, 7.277, 16.318
-181.467, 20.500, 7.300, 16.351
-181.466, 20.256, 7.324, 16.384
-181.465, 20.011, 7.347, 16.417
-181.465, 19.766, 7.370, 16.450
-181.464, 19.520, 7.394, 16.483
-181.464, 19.273, 7.418, 16.516
-181.463, 19.025, 7.441, 16.549
-181.462, 18.776, 7.465, 16.582
-181.462, 18.527, 7.489, 16.615
-181.461, 18.277, 7.512, 16.648
-181.461, 18.026, 7.536, 16.681
-181.460, 17.774, 7.560, 16.714
-181.459, 17.521, 7.584, 16.747
-181.459, 17.268, 7.608, 16.780
-181.458, 17.014, 7.632, 16.813
-181.458, 16.759, 7.656, 16.846
-181.457, 16.503, 7.679, 16.879
-181.456, 16.246, 7.703, 16.912
-181.456, 15.989, 7.727, 16.945
-181.455, 15.731, 7.751, 16.978
-181.454, 15.472, 7.776, 17.011
-181.454, 15.212, 7.800, 17.044
-181.453, 14.951, 7.824, 17.077
-181.452, 14.690, 7.848, 17.110
-181.452, 14.428, 7.873, 17.143
-181.451, 14.165, 7.898, 17.176
-181.450, 13.901, 7.922, 17.209
-181.449, 13.636, 7.947, 17.242
-181.449, 13.371, 7.972, 17.275
-181.448, 13.104, 7.997, 17.308
-181.447, 12.837, 8.022, 17.341
-181.447, 12.569, 8.048, 17.374
-181.446, 12.300, 8.073, 17.407
-181.445, 12.030, 8.099, 17.440
-181.444, 11.760, 8.125, 17.473
-181.444, 11.488, 8.151, 17.506
-181.443, 11.216, 8.176, 17.539
-181.442, 10.943, 8.203, 17.572
-181.441, 10.668, 8.229, 17.605
-181.441, 10.394, 8.255, 17.638
-181.440, 10.118, 8.281, 17.671
-181.439, 9.841, 8.308, 17.704
-181.438, 9.563, 8.334, 17.737
-181.438, 9.285, 8.361, 17.770
-181.437, 9.005, 8.388, 17.803
-181.436, 8.725, 8.415, 17.836
-181.435, 8.444, 8.441, 17.869
-181.434, 8.162, 8.468, 17.902
-181.433, 7.879, 8.496, 17.935
-181.433, 7.595, 8.523, 17.968
-181.432, 7.310, 8.550, 18.001
-181.431, 7.025, 8.577, 18.034
-181.430, 6.738, 8.605, 18.067
-181.429, 6.451, 8.632, 18.100
-181.428, 6.162, 8.660, 18.133
-181.427, 5.873, 8.687, 18.166
-181.427, 5.582, 8.715, 18.199
-181.426, 5.291, 8.743, 18.232
-181.425, 4.999, 8.771, 18.265
-181.424, 4.706, 8.799, 18.298
-181.423, 4.412, 8.827, 18.331
-181.422, 4.117, 8.855, 18.364
-181.421, 3.821, 8.883, 18.397
-181.420, 3.524, 8.912, 18.430
-181.419, 3.227, 8.940, 18.463
-181.418, 2.928, 8.969, 18.496
-181.417, 2.628, 8.997, 18.529
-181.417, 2.328, 9.026, 18.562
-181.416, 2.026, 9.055, 18.595
-181.415, 1.723, 9.084, 18.628
-181.414, 1.420, 9.113, 18.661
-181.413, 1.115, 9.142, 18.694
-181.412, 0.810, 9.171, 18.727
-181.411, 0.504, 9.200, 18.760
-181.410, 0.196, 9.230, 18.793
-181.409, -0.112, 9.259, 18.826
-181.408, -0.422, 9.289, 18.859
-181.407, -0.732, 9.318, 18.892
-181.405, -1.043, 9.348, 18.925
-181.404, -1.356, 9.378, 18.958
-181.403, -1.669, 9.408, 18.991
-181.402, -1.984, 9.438, 19.024
-181.401, -2.299, 9.468, 19.057
-181.400, -2.615, 9.499, 19.090
-181.399, -2.933, 9.529, 19.123
-181.398, -3.251, 9.559, 19.156
-181.397, -3.570, 9.590, 19.189
-181.396, -3.891, 9.621, 19.222
-181.395, -4.212, 9.651, 19.255
-181.394, -4.535, 9.682, 19.288
-181.392, -4.858, 9.713, 19.321
-181.391, -5.183, 9.744, 19.354
-181.390, -5.509, 9.775, 19.387
-181.389, -5.835, 9.807, 19.420
-181.388, -6.163, 9.838, 19.453
-181.387, -6.492, 9.870, 19.486
-181.385, -6.821, 9.901, 19.519
-181.384, -7.152, 9.933, 19.552
-181.383, -7.484, 9.965, 19.585
-181.382, -7.817, 9.996, 19.618
-181.381, -8.151, 10.028, 19.651
-181.379, -8.486, 10.061, 19.684
-181.378, -8.822, 10.093, 19.717
-181.377, -9.160, 10.125, 19.750
-181.376, -9.498, 10.157, 19.783
-181.374, -9.837, 10.190, 19.816
-181.373, -10.178, 10.222, 19.849
-181.372, -10.519, 10.255, 19.882
-181.370, -10.862, 10.288, 19.915
-181.369, -11.206, 10.321, 19.948
-181.368, -11.551, 10.354, 19.981
-181.366, -11.897, 10.387, 20.014
-181.365, -12.244, 10.420, 20.047
-181.364, -12.592, 10.453, 20.080
-181.362, -12.941, 10.487, 20.113
-181.361, -13.292, 10.520, 20.146
-181.360, -13.643, 10.554, 20.179
-181.358, -13.996, 10.588, 20.212
-181.357, -14.350, 10.621, 20.245
-181.355, -14.704, 10.655, 20.278
-181.354, -15.061, 10.689, 20.311
-181.353, -15.418, 10.723, 20.344
-181.351, -15.776, 10.758, 20.377
-181.350, -16.135, 10.792, 20.410
-181.348, -16.496, 10.827, 20.443
-181.347, -16.858, 10.861, 20.476
-181.345, -17.221, 10.896, 20.509
-181.344, -17.585, 10.931, 20.542
-181.342, -17.950, 10.965, 20.575
-181.341, -18.316, 11.001, 20.608
-181.339, -18.684, 11.036, 20.641
-181.338, -19.053, 11.071, 20.674
-181.336, -19.423, 11.106, 20.707
-181.335, -19.794, 11.142, 20.740
-181.333, -20.166, 11.177, 20.773
-181.332, -20.540, 11.213, 20.806
-181.330, -20.914, 11.249, 20.839
-181.328, -21.290, 11.284, 20.872
-181.327, -21.667, 11.320, 20.905
-181.325, -22.045, 11.356, 20.938
-181.323, -22.425, 11.393, 20.971
-181.322, -22.806, 11.429, 21.004
-181.320, -23.187, 11.466, 21.037
-181.318, -23.571, 11.502, 21.070
-181.317, -23.955, 11.539, 21.103
-181.315, -24.340, 11.576, 21.136
-181.313, -24.727, 11.613, 21.169
-181.312, -25.115, 11.651, 21.202
-181.310, -25.505, 11.688, 21.235
-181.308, -25.895, 11.726, 21.268
-181.306, -26.287, 11.764, 21.301
-181.305, -26.680, 11.802, 21.334
-181.303, -27.074, 11.840, 21.367
-181.301, -27.470, 11.879, 21.400
-181.299, -27.867, 11.918, 21.433
-181.297, -28.265, 11.956, 21.466
-181.296, -28.665, 11.995, 21.499
-181.294, -29.066, 12.035, 21.532
-181.292, -29.468, 12.074, 21.565
-181.290, -29.871, 12.114, 21.598
-181.288, -30.276, 12.153, 21.631
-181.286, -30.682, 12.193, 21.664
-181.284, -31.090, 12.233, 21.697
-181.282, -31.499, 12.274, 21.730
-181.280, -31.909, 12.314, 21.763
-181.278, -32.320, 12.354, 21.796
-181.276, -32.733, 12.395, 21.829
-181.274, -33.147, 12.436, 21.862
-181.272, -33.563, 12.477, 21.895
-181.271, -33.980, 12.518, 21.928
-181.268, -34.398, 12.559, 21.961
-181.266, -34.818, 12.600, 21.994
-181.264, -35.239, 12.642, 22.027
-181.262, -35.661, 12.683, 22.060
-181.260, -36.085, 12.725, 22.093
-181.258, -36.510, 12.767, 22.126
-181.256, -36.937, 12.809, 22.159
-181.254, -37.365, 12.851, 22.192
-181.252, -37.794, 12.893, 22.225
-181.250, -38.225, 12.935, 22.258
-181.247, -38.657, 12.977, 22.291
-181.245, -39.091, 13.020, 22.324
-181.243, -39.526, 13.062, 22.357
-181.241, -39.963, 13.105, 22.390
-181.239, -40.401, 13.148, 22.423
-181.236, -40.840, 13.191, 22.456
-181.234, -41.281, 13.234, 22.489
-181.232, -41.723, 13.277, 22.522
-181.229, -42.167, 13.321, 22.555
-181.227, -42.612, 13.364, 22.588
-181.225, -43.058, 13.408, 22.621
-181.222, -43.506, 13.451, 22.654
-181.220, -43.956, 13.495, 22.687
-181.218, -44.407, 13.539, 22.720
-181.215, -44.859, 13.583, 22.753
-181.213, -45.313, 13.627, 22.786
-181.211, -45.768, 13.672, 22.819
-181.208, -46.225, 13.716, 22.852
-181.206, -46.684, 13.761, 22.885
-181.203, -47.143, 13.806, 22.918
-181.201, -47.605, 13.850, 22.951
-181.198, -48.068, 13.895, 22.984
-181.196, -48.532, 13.941, 23.017
-181.193, -48.998, 13.986, 23.050
